date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:08	30366/30366	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/login.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/login.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:08	31212/31212	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/register.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/register.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:08	29807/29807	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/recover-password.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/recover-password.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:09	42570/42570	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/privacy-policy.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/privacy-policy.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:09	42479/42479	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/terms-conditions.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/terms-conditions.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:09	5179/5179	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/coming-soon.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/coming-soon.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:09	29785/29785	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/404.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/404.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:10	46351/46351	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/courses.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/courses.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:10	55333/55333	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/courses-details.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/courses-details.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:10	36180/36180	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/health-care.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/health-care.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:11	37447/37447	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/health-care-details.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/health-care-details.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:11	36884/36884	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/events.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/events.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:11	34393/34393	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/events-details.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/events-details.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:11	36975/36975	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20May%202024%2003:11:43%20GMT	https://templates.hibootstrap.com/sanu/default/contact-us.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/contact-us.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:11	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Nov%202024%2012:46:12%20GMT	https://templates.hibootstrap.com/sanu/default/contact.html	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/contact.html	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:12	69212/69212	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-10e64%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/courses-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/courses/courses-1.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:12	3723/3723	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-e8b%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/admin-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/courses/admin-1.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:12	189024/189024	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2e268%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/courses-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/courses/courses-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:12	3236/3236	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-d5f%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/admin-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/courses/admin-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:12	83039/83039	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-14467%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/courses-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/courses/courses-3.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:13	3543/3543	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-dd7%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/admin-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/courses/admin-3.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:13	162448/162448	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-27a98%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-1.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:13	112072/112072	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1b5d0%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/campus-life/campus-life-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:13	273447/273447	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-42c2f%22	https://templates.hibootstrap.com/sanu/default/assets/images/admission/admission-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/admission/admission-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:14	232783/232783	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-38d57%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-4.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-4.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:14	52104/52104	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-cb90%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:14	91561/91561	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-165b1%22	https://templates.hibootstrap.com/sanu/default/assets/images/events/events-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/events/events-1.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:14	122575/122575	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1ded7%22	https://templates.hibootstrap.com/sanu/default/assets/images/events/events-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/events/events-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:14	74720/74720	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-123e8%22	https://templates.hibootstrap.com/sanu/default/assets/images/events/events-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/events/events-3.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:15	82755/82755	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1434b%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-4.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-4.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:15	94450/94450	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-170fa%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-5.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-5.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:15	69988/69988	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1116c%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-6.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-6.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:15	70167/70167	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1121f%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-7.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-7.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:16	83238/83238	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1452e%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/news/news-1.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:16	83154/83154	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-144da%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/news/news-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:16	158560/158560	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-26b68%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/news/news-3.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:16	11625/11625	---M--	200	added ('OK')	image/png	etag:%2266496def-2e4a%22	https://templates.hibootstrap.com/sanu/default/assets/images/shape-1.png	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/shape-1.png	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:16	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673379cd-4d7%22	https://templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:17	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-155ec%22	https://templates.hibootstrap.com/sanu/default/assets/js/jquery.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/jquery.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:17	80664/80664	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-13b18%22	https://templates.hibootstrap.com/sanu/default/assets/js/bootstrap.bundle.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/bootstrap.bundle.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:17	4038/4038	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-fc6%22	https://templates.hibootstrap.com/sanu/default/assets/js/jquery.meanmenu.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/jquery.meanmenu.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:17	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-ad36%22	https://templates.hibootstrap.com/sanu/default/assets/js/owl.carousel.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/owl.carousel.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:18	3464/3464	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-d88%22	https://templates.hibootstrap.com/sanu/default/assets/js/carousel-thumbs.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/carousel-thumbs.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:18	19982/19982	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-4e0e%22	https://templates.hibootstrap.com/sanu/default/assets/js/jquery.magnific-popup.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/jquery.magnific-popup.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:18	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-379f%22	https://templates.hibootstrap.com/sanu/default/assets/js/aos.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/aos.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:18	10263/10263	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-2817%22	https://templates.hibootstrap.com/sanu/default/assets/js/odometer.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/odometer.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:19	1266/1266	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-4f2%22	https://templates.hibootstrap.com/sanu/default/assets/js/appear.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/appear.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:19	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-1e31%22	https://templates.hibootstrap.com/sanu/default/assets/js/form-validator.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:19	2088/2088	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-828%22	https://templates.hibootstrap.com/sanu/default/assets/js/contact-form-script.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/contact-form-script.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:19	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-94d%22	https://templates.hibootstrap.com/sanu/default/assets/js/ajaxchimp.min.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/ajaxchimp.min.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:20	11262/11262	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266496def-2bfe%22	https://templates.hibootstrap.com/sanu/default/assets/js/custom.js	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/js/custom.js	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:46:20	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Nov%202024%2012:46:20%20GMT	https://templates.hibootstrap.com/sanu/default/assets/css/owl.video.play.png	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/css/owl.video.play.png	(from https://templates.hibootstrap.com/sanu/default/assets/css/owl.carousel.min.css)
15:46:21	16016/16016	---M--	200	added ('OK')	application/octet-stream	etag:%2266496def-3e90%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/flaticon.ttf?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/flaticond976.ttf	(from https://templates.hibootstrap.com/sanu/default/assets/css/flaticon.css)
15:46:21	9428/9428	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266496def-24d4%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/flaticon.woff?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/flaticond976.woff	(from https://templates.hibootstrap.com/sanu/default/assets/css/flaticon.css)
15:46:22	7960/7960	---M--	200	added ('OK')	application/octet-stream	etag:%2266496def-1f18%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/flaticon.woff2?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/flaticond976.woff2	(from https://templates.hibootstrap.com/sanu/default/assets/css/flaticon.css)
15:46:23	16184/16184	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266496def-3f38%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/flaticon.eot?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/flaticond976.eot	(from https://templates.hibootstrap.com/sanu/default/assets/css/flaticon.css)
15:46:24	144923/144923	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266496def-2361b%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/flaticon.svg?4f7700d6618cd0ef11fa9dc7cf3a6fc7	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/flaticond976.svg	(from https://templates.hibootstrap.com/sanu/default/assets/css/flaticon.css)
15:46:26	525744/525744	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266496def-805b0%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/remixicon.eot?t=1708865856766	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/remixicon117c.eot	(from https://templates.hibootstrap.com/sanu/default/assets/css/remixicon.css)
15:46:26	163200/163200	---M--	200	added ('OK')	application/octet-stream	etag:%2266496def-27d80%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/remixicon.woff2?t=1708865856766	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/remixicon117c.woff2	(from https://templates.hibootstrap.com/sanu/default/assets/css/remixicon.css)
15:46:27	224116/224116	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266496def-36b74%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/remixicon.woff?t=1708865856766	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/remixicon117c.woff	(from https://templates.hibootstrap.com/sanu/default/assets/css/remixicon.css)
15:46:28	525572/525572	---M--	200	added ('OK')	application/octet-stream	etag:%2266496def-80504%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/remixicon.ttf?t=1708865856766	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/remixicon117c.ttf	(from https://templates.hibootstrap.com/sanu/default/assets/css/remixicon.css)
15:46:29	121626/121626	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-1db22%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img1.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:29	180199/180199	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2bfef%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img2.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:29	2460531/2460531	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266496def-258b73%22	https://templates.hibootstrap.com/sanu/default/assets/fonts/remixicon.svg?t=1708865856766	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/fonts/remixicon117c.svg	(from https://templates.hibootstrap.com/sanu/default/assets/css/remixicon.css)
15:46:30	158196/158196	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-269fc%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img3.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img3.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:30	181797/181797	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2c62d%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img4.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img4.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:30	173847/173847	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2a71f%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img5.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img5.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:30	190710/190710	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2e8fe%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img6.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img6.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:30	208960/208960	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-33048%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img7.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img7.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:31	177892/177892	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-2b6ec%22	https://templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img8.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/banner/banner-img8.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:31	59867/59867	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-e9e3%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-1.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-1.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
15:46:31	137327/137327	---M--	200	added ('OK')	image/jpeg	etag:%2266496def-21877%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-2.jpg	C:/Users/GLEN/OneDrive/Documents/CLIENTS/apleti/Apleti%20page/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-2.jpg	(from https://templates.hibootstrap.com/sanu/default/assets/css/style.css)
